#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_205	Eukaryota	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus alalunga
ASV_214	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_221	Eukaryota	Chordata	Actinopteri	Perciformes	Zoarcidae	Melanostigma	Melanostigma atlanticum
ASV_229	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	g_	s_
ASV_239	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	Gallus gallus
ASV_254	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	Hydrolagus colliei
ASV_256	Eukaryota	Chordata	Actinopteri	Perciformes	Anarhichadidae	Anarrhichthys	Anarrhichthys ocellatus
ASV_261	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_266	Eukaryota	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops	Tursiops truncatus
ASV_279	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_286	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_295	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_300	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	unassigned	unassigned
ASV_303	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	g_	s_
ASV_304	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha
ASV_322	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium
ASV_328	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Paralichthys	s_
ASV_333	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_336	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_340	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_343	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_345	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_347	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_348	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_350	Bacteria	unknown	unknown	unknown	unknown	unknown	s_
ASV_359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	g_	s_
ASV_372	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_379	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_383	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_387	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium
ASV_390	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_394	Eukaryota	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena	Phocoena phocoena
ASV_395	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_399	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_415	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Tarletonbeania	Tarletonbeania crenularis
ASV_418	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_436	Eukaryota	Echinodermata	Asteroidea	Valvatida	Odontasteridae	g_	s_
ASV_442	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_443	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	g_	s_
ASV_448	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_451	Eukaryota	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera	Balaenoptera musculus
ASV_456	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_462	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_474	Bacteria	unknown	unknown	unknown	unknown	unknown	s_
ASV_482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina temperata
ASV_496	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	g_	s_
ASV_510	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_522	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_553	Eukaryota	Echinodermata	Asteroidea	Paxillosida	Astropectinidae	Astropecten	unassigned
ASV_564	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	unknown	g_	s_
ASV_565	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_620	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_658	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_659	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_660	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_662	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_664	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_665	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_667	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_669	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_673	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_674	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_675	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_676	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_678	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_679	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_680	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_681	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_686	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_687	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_688	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_689	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_690	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_692	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_693	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_694	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_697	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_698	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_700	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_701	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_703	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_708	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_709	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_710	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_718	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_720	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_721	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_722	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_726	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_727	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_732	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_733	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_736	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_737	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_739	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_743	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_754	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_760	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_764	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_765	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_767	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_774	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_776	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_777	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_782	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_784	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_786	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_793	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_795	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_798	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_801	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_814	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_820	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_828	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_831	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_832	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_843	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_845	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_850	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_852	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_858	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_885	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_892	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_893	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_905	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_906	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_913	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_919	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_921	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_936	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_937	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_946	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_952	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_963	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_994	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_996	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1012	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1026	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1051	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1055	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1078	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1090	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1104	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1109	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1169	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1235	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1264	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1340	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1361	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1388	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1395	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1528	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1615	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1663	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1664	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1665	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1666	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar
ASV_1667	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1668	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_1669	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus
ASV_1670	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1671	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1672	Eukaryota	Chordata	Actinopteri	unknown	Embiotocidae	Rhacochilus	Rhacochilus vacca
ASV_1673	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1674	Eukaryota	Chordata	Actinopteri	Anabantiformes	Channidae	g_	s_
ASV_1675	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1676	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1677	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1678	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diogenichthys	unassigned
ASV_1679	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1680	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1681	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1682	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1683	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1684	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Lipolagus	Lipolagus ochotensis
ASV_1685	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1686	Eukaryota	Chordata	Actinopteri	Lampriformes	Trachipteridae	Trachipterus	unassigned
ASV_1687	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1689	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1690	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_1691	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1692	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diogenichthys	unassigned
ASV_1693	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1694	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	unassigned
ASV_1695	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1696	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1698	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus tenuiformis
ASV_1699	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1700	Eukaryota	Chordata	Actinopteri	Scombriformes	Centrolophidae	Icichthys	Icichthys lockingtoni
ASV_1701	Eukaryota	Chordata	Mammalia	unknown	Bovidae	Ovis	Ovis aries
ASV_1702	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1703	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1704	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1705	Eukaryota	Chordata	Actinopteri	Stomiiformes	Gonostomatidae	Cyclothone	Cyclothone acclinidens
ASV_1706	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1707	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1708	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1709	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1710	Eukaryota	Chordata	Actinopteri	Ophidiiformes	Ophidiidae	g_	s_
ASV_1711	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1713	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1714	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1715	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1717	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Citharichthys	Citharichthys sordidus
ASV_1718	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax
ASV_1719	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
ASV_1720	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
