#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_32669	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_32670	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_32671	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32672	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_32673	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32674	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32675	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	Asterionellopsis lenisilicea
ASV_32676	Eukaryota	Arthropoda	Insecta	Hymenoptera	unassigned	g_	s_
ASV_32677	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	g_	s_
ASV_32678	Eukaryota	Cnidaria	Anthozoa	Alcyonacea	Alcyoniidae	g_	s_
ASV_32679	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32680	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_32681	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32682	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32683	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_32684	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32686	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32687	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_32688	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	g_	s_
ASV_32690	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_32693	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_32695	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium polykrikoides
ASV_32698	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32699	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32700	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32701	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_32702	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32707	Eukaryota	Haptophyta	Haptophyta	unassigned	unassigned	g_	s_
ASV_32708	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32709	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32710	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32711	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	g_	s_
ASV_32712	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32713	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32714	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_32715	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Sphaeronectidae	Sphaeronectes	Sphaeronectes gracilis
ASV_32716	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32717	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32718	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	g_	s_
ASV_32720	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32721	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32722	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32724	Eukaryota	Arthropoda	Insecta	Diptera	Ceratopogonidae	g_	s_
ASV_32725	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_32726	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32727	Eukaryota	Ochrophyta	Chrysophyceae	Chromulinales	Paraphysomonadaceae	g_	s_
ASV_32732	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32733	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_32735	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32736	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	g_	s_
ASV_32740	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32741	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32744	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32746	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_32748	Eukaryota	Annelida	Polychaeta	unassigned	unassigned	g_	s_
ASV_32752	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_32754	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_32755	Eukaryota	Arthropoda	Insecta	Lepidoptera	Gracillariidae	g_	s_
ASV_32756	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32757	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32758	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	g_	s_
ASV_32759	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32760	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32763	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	g_	s_
ASV_32764	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32765	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32768	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32769	Eukaryota	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	g_	s_
ASV_32773	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32774	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_32775	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32776	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_32777	Eukaryota	Ochrophyta	Phaeophyceae	Sphacelariales	unassigned	g_	s_
ASV_32780	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32781	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32782	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32783	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_32784	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32785	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32786	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32787	Eukaryota	Ochrophyta	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_32790	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	Halicreatidae	g_	s_
ASV_32795	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32796	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32797	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	g_	s_
ASV_32798	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	Emiliania huxleyi
ASV_32799	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_32800	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32801	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32802	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32805	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	g_	s_
ASV_32808	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32809	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32810	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	unassigned
ASV_32812	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32813	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_32816	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32817	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32819	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	Praya	Praya reticulata
ASV_32821	Eukaryota	Arthropoda	Insecta	Lepidoptera	Gracillariidae	g_	s_
ASV_32823	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32824	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	g_	s_
ASV_32825	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32826	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	g_	s_
ASV_32829	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32830	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32831	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_32833	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32834	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_32835	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_32836	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32837	Eukaryota	Arthropoda	Insecta	Lepidoptera	unassigned	g_	s_
ASV_32840	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32841	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32845	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32846	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32847	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_32848	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_32849	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32850	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32851	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32852	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_32853	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32854	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32855	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_32860	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32863	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_32865	Eukaryota	unknown	Raphidophyceae	unknown	unknown	g_	s_
ASV_32866	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32867	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32868	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32870	Eukaryota	Arthropoda	Insecta	Coleoptera	Scarabaeidae	g_	s_
ASV_32871	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_32872	Eukaryota	Porifera	Demospongiae	unassigned	unassigned	g_	s_
ASV_32873	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32874	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	unassigned	g_	s_
ASV_32877	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32878	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_32879	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32880	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_32882	Eukaryota	Annelida	Polychaeta	Terebellida	Trichobranchidae	g_	s_
ASV_32883	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32884	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32885	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_32886	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_32887	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32888	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32891	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32892	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32893	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32894	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32895	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32896	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32898	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32899	Eukaryota	unknown	unknown	Longamoebia	Acanthamoebidae	g_	s_
ASV_32901	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32902	Eukaryota	unknown	unknown	unknown	Apusomonadidae	g_	s_
ASV_32903	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32905	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_32906	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32907	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_32908	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32909	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32911	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	g_	s_
ASV_32916	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_32918	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32919	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32920	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	g_	s_
ASV_32921	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32922	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	g_	s_
ASV_32924	Eukaryota	unknown	unknown	unknown	Apusomonadidae	g_	s_
ASV_32925	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32926	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_32927	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Caryophylliidae	g_	s_
ASV_32928	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_32932	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Arctonoe	Arctonoe pulchra
ASV_32933	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32935	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32936	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32937	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32938	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_32940	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32941	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_32942	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_32943	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	g_	s_
ASV_32944	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32945	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_32948	Eukaryota	Oomycota	Oomycetes	Leptomitales	unknown	g_	s_
ASV_32951	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32953	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32955	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_32957	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_32958	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32959	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32960	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32961	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_32964	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32965	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_32966	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	g_	s_
ASV_32967	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	g_	s_
ASV_32968	Eukaryota	Arthropoda	Insecta	Hemiptera	Cicadidae	g_	s_
ASV_32969	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_32970	Eukaryota	Bacillariophyta	Coscinodiscophyceae	unassigned	unassigned	g_	s_
ASV_32971	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_32972	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32973	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_32974	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_32976	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_32980	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	g_	s_
ASV_32981	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_32983	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_32984	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_32985	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32986	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_32988	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32989	Eukaryota	Ochrophyta	Dictyochophyceae	Florenciellales	unknown	g_	s_
ASV_32990	Eukaryota	Annelida	unassigned	unassigned	unassigned	g_	s_
ASV_32991	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_32994	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_32995	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	g_	s_
ASV_32996	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae	g_	s_
ASV_32997	Eukaryota	Annelida	Polychaeta	Capitellida	Maldanidae	g_	s_
ASV_32998	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33002	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33005	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33006	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33007	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33008	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochales	unknown	Dictyocha	s_
ASV_33011	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33013	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_33014	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_33015	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	g_	s_
ASV_33016	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33017	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_33018	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33021	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33024	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33025	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33028	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_33029	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33032	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_33033	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_33034	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33035	Eukaryota	unknown	Pelagophyceae	Pelagomonadales	unknown	Aureococcus	Aureococcus anophagefferens
ASV_33037	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33039	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33041	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33042	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_33044	Eukaryota	Oomycota	Oomycetes	unknown	unknown	g_	s_
ASV_33045	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33048	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33050	Eukaryota	Haptophyta	Haptophyta	Isochrysidales	Noelaerhabdaceae	Emiliania	s_
ASV_33052	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_33053	Eukaryota	Arthropoda	Insecta	unassigned	unassigned	g_	s_
ASV_33054	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33056	Eukaryota	Arthropoda	Insecta	Coleoptera	Coccinellidae	g_	s_
ASV_33057	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33060	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33061	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	g_	s_
ASV_33064	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33065	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	g_	s_
ASV_33066	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33067	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33068	Eukaryota	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	g_	s_
ASV_33069	Eukaryota	Arthropoda	Insecta	Diptera	Pipunculidae	g_	s_
ASV_33070	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_33071	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_33072	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	g_	s_
ASV_33073	Eukaryota	Haptophyta	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_33074	Eukaryota	Rhodophyta	Florideophyceae	Hapalidiales	Hapalidiaceae	g_	s_
ASV_33075	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33076	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33077	Eukaryota	Ochrophyta	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_33080	Eukaryota	unknown	unknown	unknown	Paramoebidae	g_	s_
ASV_33081	Eukaryota	Ochrophyta	Phaeophyceae	Ectocarpales	unassigned	g_	s_
ASV_33082	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	g_	s_
ASV_33083	Eukaryota	Oomycota	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_33084	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33085	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33086	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33087	Eukaryota	Haptophyta	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_33088	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus sp. C AC-2013
ASV_33089	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33090	Eukaryota	Mollusca	Gastropoda	unknown	Pachychilidae	g_	s_
ASV_33092	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_33093	Bacteria	unknown	unknown	unknown	unknown	g_	s_
ASV_33094	Eukaryota	Oomycota	Oomycetes	unassigned	unassigned	g_	s_
ASV_33095	Eukaryota	unknown	unknown	unknown	unknown	g_	s_
ASV_33096	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_33097	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33098	Eukaryota	Oomycota	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_33099	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_33101	Eukaryota	unknown	Labyrinthulomycetes	unknown	Thraustochytriaceae	g_	s_
ASV_33103	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
ASV_33104	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_33106	Eukaryota	Oomycota	Oomycetes	Saprolegniales	Saprolegniaceae	g_	s_
