ASV ID	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_B20	CN17_B23	CN17_CBI1	CN17_CBI10	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN17_CBI9	Taxon
3b2a136adacdcb65ead20b2436ea98e6	21	46	43	28	20	81	0	61	13	8	23	7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Formosa; 
2f86ea5ffddaa97feac307b1d8adb68a	46	0	37	43	0	0	27	45	16	0	65	68	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Berkeleya_fennica
b26e59d270f2318017071d442ecc5893	43	0	11	0	51	29	47	25	43	18	38	42	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
291a7ccfce71ed203ea98e356dd00ee2	17	0	26	25	22	0	94	0	18	21	89	33	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
addc9c608a99ecbba453147ffd2d7236	30	16	47	8	25	52	22	39	0	29	52	20	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
0762c867efadef38764eefe2c1f0a5e7	34	40	29	28	36	22	0	19	39	0	50	40	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_marine
3bab336443aff7a27bd2d79cdb78b03b	2	0	4	1	0	4	30	9	178	98	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
4b4812d9d33c08dcfcb0f1b603a0d095	30	26	40	49	32	19	34	0	0	28	65	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; g__Candidatus_Actinomarina; 
49adf0533d1b0546acdcc0e88bc40615	29	25	48	42	0	34	0	41	0	45	0	59	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; 
32c35d032dd12b266f192b9c995556c0	39	25	20	59	11	19	16	74	0	16	0	42	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__uncultured_bacterium
43daa93660ec0787a8e9a218ce583d21	154	0	0	0	0	0	0	0	29	0	0	129	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
5214d3172ac4b4ea9619e8d2034cb613	33	20	46	6	11	57	25	48	0	12	36	16	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium
1b9437f1988f5e253c786181ecda643d	41	63	28	36	18	32	0	17	0	19	10	39	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquibacter; 
7175608615c0185b025b0bf7fffc300c	39	0	19	17	18	22	27	46	0	51	39	25	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine
9f2184f2a267156a64bb57b628ebc56d	69	0	30	34	0	39	0	16	38	34	41	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__NS10_marine_group; 
06744b1e2d36eb1e4a4d094f879580e5	53	18	22	39	0	17	0	79	43	0	0	29	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; 
8ac4c2d74b186f4cf880eebd249dbb9e	7	83	50	13	0	57	0	60	14	9	3	4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Formosa; 
6ea2a00484a2ef0d1631aa7b273107e1	0	0	9	13	88	0	0	41	0	0	85	61	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902; 
5e632bdc19b644b4e607414e11ef1344	16	36	32	31	31	22	27	15	25	22	15	21	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ascidiaceihabitans; 
2893a8d741073c967cde9ecc9bd6a7fa	42	15	20	24	58	15	10	13	13	0	25	56	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia; 
1fa31960bd5283495c38c52a4644dfd3	22	57	17	19	21	21	0	43	29	33	0	28	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__OM43_clade; 
a3addc68c95c8fedacbc3a758be8d177	45	26	36	0	34	25	0	33	22	24	0	44	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__SAR92_clade; 
ff8d682cde8b8ec504512baa92d03e11	19	45	19	0	30	36	0	0	0	31	37	70	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; 
ecad1d24a82c7ac8af59eb0aee812ed6	0	0	33	0	0	67	0	0	68	60	0	58	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_marine
4bfa53837eb97d12cc790a67e1235940	25	29	27	30	32	18	13	41	0	0	18	45	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Actinomarinales; f__Actinomarinaceae; g__Candidatus_Actinomarina; 
2913078f7d67fbc638858c290a65d9ab	9	8	30	16	54	22	0	0	0	0	93	46	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
30837cc2f3e283b2b784a3e6f42305af	41	36	18	26	22	33	0	0	0	0	86	15	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS2b_marine_group; 
fd43e669b6a840ec5d602c7f99ac498a	27	46	27	0	45	41	0	27	0	45	0	18	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
3348ab3e97176fdc714faa5dcc65ef3d	59	9	67	0	61	0	0	0	79	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rubripirellula; s__uncultured_planctomycete
d202f4cd4dbd49b7c08c6e1adc44ccba	13	0	0	25	75	29	32	0	0	22	43	36	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__uncultured_bacterium
e52eaad05c62734af6f825e79159c41a	0	0	0	129	0	0	0	0	0	0	146	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
dd00c9c83bbd79adab778ac66eda246b	0	39	53	0	0	80	0	51	38	12	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola; 
e04790e3bc28382775cc8ccfd3a6409e	56	17	54	67	45	0	0	0	0	0	0	31	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; 
e2a52e1f2448a65e8e4ae0c222bcfaca	23	20	27	24	21	25	0	38	35	29	0	28	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS2b_marine_group; 
cef2d1d1adc1b4f8f609aa599c6c49bb	0	0	27	27	0	42	52	11	31	28	49	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__NS10_marine_group; 
4d115ab8acb501514d093f5859b02009	58	39	40	0	0	27	0	27	46	29	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella; 
af9e3baacbf979cfe73405aaa0a10355	0	0	2	0	0	0	15	17	162	57	0	10	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
d6358934d6c980b4cb69c6a6c1b8f88d	20	20	33	14	50	25	42	55	0	0	0	0	Unassigned; ; ; ; ; ; 
1425eb22c3dc819452e0f3379c94a84a	13	45	35	40	0	33	36	0	22	12	0	23	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; 
56e6acd7d4bc5c7d89766d01501e687d	11	25	33	0	34	15	0	23	18	24	43	33	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilaceae; s__uncultured_marine
05e589e647b5ac2480590beb9fa1e584	16	11	25	18	12	20	0	0	48	0	71	36	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
69ac5cd2fd380759ebf5d92e7a806315	15	0	12	0	0	8	12	28	113	39	23	7	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
b9f833ce182bee83d56030d707cbff03	22	26	23	20	0	23	0	55	0	33	0	52	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Luminiphilus; 
dbf95e3040eda0f99cca27f757a9bd21	0	0	7	24	0	0	62	20	47	36	33	25	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
181a090c8f0597d2855a75086d2738ea	41	0	0	31	51	0	24	0	0	0	55	50	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade; s__uncultured_bacterium
52336e2892bf50a2ba192e7e45ff273e	37	0	28	0	0	25	37	36	13	23	0	51	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; 
f740e946d9ae05d5bb534528a3400125	0	39	37	0	66	25	0	0	0	28	54	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Lewinella; 
3d10f32372b19eb8462274bb9dd0e4b9	0	0	0	0	0	0	0	0	56	0	0	193	d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB; s__uncultured_delta
9b26eaebe6bfc3272e9dc7576f91a18f	59	0	0	0	64	0	21	0	0	0	0	104	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; 
a59525e137393368292f724d5dee440c	36	0	41	43	43	31	0	28	0	0	0	26	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; 
7d8c970fb3a172bbc5ca80b3ba0d7956	0	0	89	0	26	38	0	0	60	0	0	32	d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium
ed70fb9fc2aee8ac5fedd9490fdb14bc	21	30	26	18	33	27	0	46	0	11	0	32	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_marine
0cbd57246aea95f4db189bff47903af5	25	0	40	0	25	0	32	50	30	0	0	41	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia; 
6b47b2c924be9e8db166f2ea6105209e	7	0	31	36	27	8	0	14	0	36	56	27	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; 
970d85a70a89eee0ec48992a19e5fc01	28	39	0	0	18	30	0	38	46	0	0	42	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hellea; 
c677737593c9dea2667cc520f35e0396	45	24	47	0	48	0	0	37	0	0	0	37	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__NS5_marine_group; s__uncultured_bacterium
1d2473f6489e71e981efced1b050b041	26	37	16	0	12	25	0	0	0	32	45	45	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; 
9c6e4f3f9f3a794a8c6234c79e93ac76	0	0	3	0	0	0	6	19	147	48	9	6	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium
