ASV ID	Taxon	20190226_EB	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_B20	CN17_B23	CN17_CBI1	CN17_CBI10	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN17_CBI9	CN18FBN1pre	CN18FBN1pst	CN18FBN2pre	CN18FBN2pst	CN18FBN3pre	CN18FBN3pst	CN18FESPkoa_SC1	CN18FESPkoa_SC24	CN18FESPkoa_SC26	CN18FESPkoa_SC29	CN18FESPkoa_SC30	CN18FESPkoa_SC31	CN18FESPkoa_SC32	CN18FESPkoa_SC34	CN18FESPkoa_SC37	CN18FESPkoa_SC40	CN18FESPkoa_SC41	CN18FESPkoa_SC43	CN18FESPkoa_SC44	CN18FESPkoa_SC46	CN18FESPkoa_SC47	CN18FESPkoa_SC49	CN18FESPkoa_SC52	CN18FESPkoa_SC53	CN18FESPkoa_SC55	CN18FESPkoa_SC56	CN18FESPkoa_SC57	CN18FESPkoa_SC58	CN18FESPkoa_SC59	CN18Fc12_8_eDNA	CN18Fc19_5_eDNA	CN18Fc21_6_eDNA	CN18Fc22_6_eDNA	CN18Fc24_6_eDNA	CN18Fc25_5_eDNA	CN18Fc27_4_eDNA	CN18Fc29_6_eDNA	CN18Fc30_4_eDNA	CN18Fc32_4_eDNA	CN18Fc33_5_eDNA	CN18Fc35_5_eDNA	CN18Fc36_6_eDNA	CN18Fc38_5_eDNA	CN18Fc40_6_eDNA	CN18Fc41_6_eDNA	CN18Fc43_5_eDNA	CN18Fc44_8_eDNA	CN18Fc46_8_eDNA	CN18Fc47_6_eDNA	CN18Fc49_6_eDNA	CN18Fc51_5_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC37	CN18SESPkoa_SC39	CN18SESPkoa_SC40	CN18SESPkoa_SC41	CN18SESPkoa_SC42	CN18SESPkoa_SC44	CN18SESPkoa_SC45	CN18SESPkoa_SC47	CN18SESPkoa_SC49	CN18S_koa3G_BN1post	CN18S_koa3G_BN1pre	CN18S_koa3G_BN2post	CN18S_koa3G_BN2pre	CN18S_koa3G_BN3post	CN18S_koa3G_BN3pre	CN18S_koa3G_SC29	CN18S_koa3G_SC30	CN18S_koa3G_SC31	CN18S_koa3G_SC57	CN18S_koa3G_SC58	CN18S_koa3G_SC59	CN18Sc09_2_eDNA	CN18Sc10_2_eDNA	CN18Sc14_2_eDNA	CN18Sc14_8_eDNA	CN18Sc15_2_eDNA	CN18Sc15_8_eDNA	CN18Sc18_2_eDNA	CN18Sc18_8_eDNA	CN18Sc27_2_eDNA	CN18Sc27_8_eDNA
2b6e42bf9200244b950fdda2491dd4ca	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; 	0	0.000335642	0.002021051	0.000948312	0.000819962	0.000693989	0.000562746	0	0.000612626	0.000740878	0.00085595	0.000558823	0.000464816	0	0	0	0	0	0	0.002333613	0.001592906	0.001451949	0.001559588	0.001475931	0.001809035	0.001190211	0.002001114	0.002879445	0.00209622	0.001924997	0.001731526	0.001804572	0.002102835	0.001096752	0.001629445	0.002049351	0.001666334	0.00253504	0.00286905	0.002966648	0.004892613	0	0.002033037	0.002171553	0.001263272	0.001538555	0.00249505	0.002424765	0.00363901	0.001302893	0.002249859	0.003409765	0.001297457	0	0.001421861	0.002018049	0.001977854	0.002001737	0.001315874	0.001664009	0.001267727	0.001006419	0.001587827	0.000645717	0.001389772	0.00629935	0.000875365	0.005015712	0	0.005236346	0	0.00583482	0.004470009	0.004146484	0	0	0	0	0	0	0	0	0.002733395	0	0	0	0.003812488	0.003564183	0.003373435	0.004572643	0.003624864	0.000201248	0.004626628	0.003686902	0.003218699	0.00122969
d380b9ae91e3875a70ff329e4889cb72	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3f435f715fed254e04bc501e6f81582d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316911	0	0.00052203	0	0.000411528	0.000361842	0	0	0.000390042	0.000420422	0.000367424	0.000304633	0.000227875	0	0	0	0.000296996	0	0	0	0	0.00034415	0	0.000215763	0	0.000266501	0	0	0.000250645	0	0	0.00025831	0.000249178	0	0.000304898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1fae7588baccdfd0cc4d956aadd083f9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine	0	0	0	0	0	0.000269885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000614943	0.000931702	0.001334015	0.00071305	0.000743882	0.000591634	0.001040763	0.00052727	0.000477631	0.000322827	0.000618233	0.000814001	0.000310746	0.000559123	0.000567725	0.000413023	0.000609385	0.0006251	0.000718629	0.000484572	0	0.002287166	0	0.000847512	0.000566836	0.000534653	0.000287684	0	0.000695863	0.000781201	0.001334256	0.000486546	0	0.000665935	0.000500476	0.000451636	0.000453224	0.000577701	0.00060667	0.000408251	0	0	0	0	0	0	0.000342438	0	0.000479259	0	0.00044112	0.000294536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032348	0	0.00035139	0	0.000455653	0	0	0
147306ca7d215f519e7a2542fcb095ac	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_marine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196855	0	0.000201434	0	0	0	0	0.000138605	0.000471191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012323	0	0.000110965	0	0.000210301	0	0.000275397	0
e9c5c7f40dc0d24681936be2db1c8467	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
285b63873377bfba536d3f6ba837a58d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36; s__Candidatus_Thioglobus	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6039d0848f3594fe7980028281bf14f9	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__FS140-16B-02_marine_group; s__uncultured_bacterium	0	0	0	5.21E-05	0	0.00015422	0	0	0	0	0.000146138	0	5.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-05	0.000196855	0	0.000261864	0	0.000195254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127945	0.000215653	0.000161659	0.000240425	0	0.000315452	0	0	0
8d18ffe6ecfc6baa4e865cf5b180321c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Verticiella; 	0	0	5.68E-05	0	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e2ae669d75fa6353776ff1ad81597da	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS7_marine_group; g__NS7_marine_group; 	0	0.000481087	0	0	0.000610952	0.000501214	0	0	0	0	0	0	0.000600859	0	0	0	0	0	0	0	0	0	0	0	0	0.000223164	0	0	0	0	0	0.000284053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002183406	0	0	0.000593003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169442	0	0	0	0	0	0	0
e4304c9496921fcf8a88c1ef30dfd0eb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; ; 	0	0	0	0	0	0	0	0.00062435	0	0	0	0	0	0	0	0	0	0	0	0.003733781	0.000106194	0	0.000141781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012323	0	0	0	0	0	0	0.000209309
45473a6d9874c6e16553a1cae2a4a67a	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__unidentified_marine	0	0.00080554	0	0	0.00062703	0.000745396	0.000155837	0.001352758	0.000388495	0	0.000313152	0.001915964	0.000770914	0	0.004944931	0	0	0	0	0	0.001088486	0.00058078	0.000951957	0.001646231	0.0014261	0	0.001252871	0.001838682	0.000990239	0.00086842	0.001159242	0.001436974	0	0.001553732	0.001629445	0.001149298	0.001153616	0.001096892	0.001121975	0.002340151	0.001531872	0	0.00635324	0.002862501	0.002942305	0.002530518	0.002613861	0.002506961	0.005094614	0.004145569	0.003827886	0.005188772	0.002919278	0	0.001781825	0.002518526	0.002912274	0.002927069	0.002824315	0.002964016	0.002728835	0.002325945	0.002337634	0.003136338	0.001361312	0	0.002834514	0	0.001256153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301872	0	0.000798546	0	0
e91043ae5b0e8e41cc1dc1a17a1cbde4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016036655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a916a73d807e279bce9bc7de217a56a7	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__metagenome	0	0	0	0.000270946	0	6.43E-05	0	5.20E-05	0.000194247	0	0	0	6.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298825	0.000218727	0	0.000342438	0	0.000372757	0	0	0.000450466	0.000358105	0	0	0	0	0	0	0	0	0	0	0	0	0.000291772	0.000237612	0.000369691	0.000646636	0.000406872	0	0.000122676	0	0	0
e14f8d550bb9b5e14007e4695d673f9a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004993933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1cbbb971002b3f3b6848a9686c126cc3	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium	0	0	0.000147605	0	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44E-05	6.96E-05	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	7.82E-05	0	0	0	4.80E-05	0	0	0.000123293	0	0	0	0	0	0	0	0	0	0	6.42E-05	0	0	0	0	0	4.74E-05	6.56E-05	0	0	0	0.000142003	0	8.02E-05	8.66E-05	9.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254036	0.000147954	0	0	0	0.000103274	0
66c6790748de5a903e8aa191670dead1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_marine	0	0	0	0	0	0.00023133	0	0	0	0	0	0	0.000453479	0	0	0	0	0	0	0	0.000265484	0.000751597	0.00101272	0.000737965	0.000765869	0.000725285	0.001009257	0.000867303	0.000681593	0.000897367	0.000763045	0.000718487	0.001051418	0.000530097	0.000623023	0.000720042	0.000555445	0.001072517	0.000769354	0.000976598	0.001234877	0	0	0.000863686	0.000495714	0.000566836	0.000653465	0.000554819	0.00363901	0.000769891	0.000531217	0.000642419	0.000619241	0	0.000737928	0.000920231	0.000840977	0.000245496	0.000706079	0.00060667	0.000666094	0.000805135	0.000529276	0.000399729	0.000279852	0.000262473	0	0.000221578	0	0.000674512	0	0.000240611	0.000589071	0.000395801	0	0	0	0	0	0	0	0	0	0	0	0	0.000272321	0	0.000338884	0.000461883	0.000443861	0	0.00075358	0	0.000137698	0
18b64432fa20f4327bd06033097c719e	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238936	0.000119572	0	0.000141916	0.000158456	0.000111582	0.000191411	0	6.43E-05	0.000231579	0.000132066	0.000284053	0.000271334	0.000274188	0.00015975	0.000276939	0.000142422	0.000219378	0.000192339	0.00020269	0.000312627	0	0.001016518	0.000222091	0.000255853	0.000141709	0.000356436	0.00027741	0	0.000251695	0.000171864	0.000296501	0.000280133	0	0.000179982	0.000161444	0.00017131	9.44E-05	0.000240709	0.000121334	8.59E-05	0.000111824	6.62E-05	9.22E-05	6.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80E-05	0	0
1ab3a74232e42a8a9855650b5f163de9	d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329001	0	0	0	0	0	0	0	0
b6fb168021fe3281dccc38be07149991	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Rubritalea; s__uncultured_bacterium	0	0	0	0	4.82E-05	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24E-05	0	0.000104406	0	9.00E-05	0	0	8.35E-05	0	9.14E-05	9.58E-05	0	8.55E-05	0	0	9.21E-05	0	0	0	0	0.000111936	0	7.92E-05	7.19E-05	0	0	7.81E-05	0	0	0	9.00E-05	0	0	0	6.42E-05	0	6.45E-05	0.000134189	0	0	0.000128068	0	0	0	0.00010185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301872	0	0.000407768	0	0.000261636
